Agent First and Last Activity									
Date Time Range: 2015-08-01 - 2015-11-03									
									
Activity Time Range:	NA								
									
Site ID Range:	NA								
									
Agents /Workgroups:	NA								
									
									
									
	Data		Agent ID		Czas zalogowania		Czas wylogowania		IloϾ sprzedanych polis
			1515		07:45:50		14:00:07		5
									
			5137		14:06:10		22:00:24		1
									
			4096		13:49:48		22:00:04		8
									
			4474		07:44:58		16:00:20		11
									
			5207		14:03:28		22:04:32		7
									
			5075		09:34:22		18:37:07		3
									
			4800		07:57:37		14:02:16		8
									
			3508		14:02:23		22:00:03		5
									
			1540		07:34:48		16:01:00		16
									
			1786		12:47:32		21:59:34		16
									
			4679		15:50:21		22:00:19		6
									
			1205		13:58:05		22:00:08		11
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-09								
									
			2480		07:51:46		14:00:05		11
									
			2915		09:33:03		17:58:18		3
									
			1030		07:57:42		16:00:06		6
									
			3381		12:50:20		20:01:03		8
									
			4920		13:58:02		21:59:23		8
									
			2983		07:52:06		14:00:04		4
									
			1910		08:00:29		14:00:06		5
									
			1266		06:17:57		15:02:04		11
									
			2369		09:26:18		18:02:41		14
									
			3511		11:16:58		20:00:23		10
									
			2626		07:20:56		15:59:45		4
									
			2290		07:43:43		14:01:12		4
									
			3584		07:51:51		16:03:00		11
									
			3110		07:53:32		16:00:32		4
									
			1727		07:47:42		14:02:26		10
									
			1486		07:48:27		14:00:05		5
									
			2610		13:54:53		21:42:44		3
									
			2855		07:51:03		16:00:13		13
									
			1548		13:17:37		21:45:29		10
									
			2279		14:02:38		21:59:58		0
									
			2079		14:02:57		21:00:14		7
									
			1201		14:04:20		21:43:42		2
									
			5265		14:04:41		21:57:10		9
									
			2806		12:37:48		21:00:12		13
									
			1072		07:38:03		14:00:07		3
									
			1314		08:15:18		14:01:23		10
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-10								
									
			1257		09:49:03		18:08:08		8
									
			4567		09:57:20		18:00:12		2
									
			2910		09:43:47		18:00:48		3
									
			4778		09:57:36		18:00:39		12
									
			3948		09:51:14		18:00:48		3
									
			3898		09:58:18		18:00:34		0
									
			4348		09:45:07		18:01:40		6
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-11								
									
			5279		09:59:37		18:00:17		15
									
			1570		10:10:15		18:00:10		0
									
			1567		10:09:29		18:00:31		3
									
			3329		10:04:07		18:00:14		12
									
			3830		09:22:13		17:59:29		0
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-12								
									
			4102		13:41:42		22:00:07		10
									
			2518		07:56:01		16:00:42		8
									
			2081		11:57:34		20:02:47		5
									
			4016		13:59:59		22:00:04		9
									
			3105		08:01:44		14:00:16		4
									
			4329		06:17:28		15:00:48		12
									
			1896		07:36:26		15:00:10		11
									
			4999		11:29:20		20:00:37		12
									
			1540		07:35:14		16:01:59		6
									
			5073		07:59:36		16:09:05		8
									
			1622		07:48:58		16:01:43		9
									
			2494		07:59:29		16:00:11		4
									
			4692		09:45:53		16:00:45		1
									
			2969		07:40:52		17:07:20		18
									
			1515		07:45:50		14:00:07		4
									
			5137		14:06:10		22:00:24		3
									
			4096		13:49:48		22:00:04		10
									
			4474		07:44:58		16:00:20		5
									
			5207		14:03:28		22:04:32		1
									
			5075		09:34:22		18:37:07		9
									
			4800		07:57:37		14:02:16		0
									
			3508		14:02:23		22:00:03		14
									
			1540		07:34:48		16:01:00		15
									
			1786		12:47:32		21:59:34		13
									
			4679		15:50:21		22:00:19		11
									
			1205		13:58:05		22:00:08		12
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-13								
									
			2480		07:51:46		14:00:05		12
									
			2915		09:33:03		17:58:18		16
									
			1030		07:57:42		16:00:06		3
									
			3381		12:50:20		20:01:03		6
									
			4920		13:58:02		21:59:23		7
									
			2983		07:52:06		14:00:04		5
									
			1910		08:00:29		14:00:06		0
									
			1266		06:17:57		15:02:04		5
									
			2369		09:26:18		18:02:41		5
									
			3511		11:16:58		20:00:23		4
									
			2626		07:20:56		15:59:45		9
									
			2290		07:43:43		14:01:12		0
									
			3584		07:51:51		16:03:00		13
									
			3110		07:53:32		16:00:32		0
									
			1727		07:47:42		14:02:26		4
									
			1486		07:48:27		14:00:05		10
									
			2610		13:54:53		21:42:44		8
									
			2855		07:51:03		16:00:13		3
									
			1548		13:17:37		21:45:29		5
									
			2279		14:02:38		21:59:58		11
									
			2079		14:02:57		21:00:14		2
									
			1201		14:04:20		21:43:42		4
									
			5265		14:04:41		21:57:10		0
									
			2806		12:37:48		21:00:12		12
									
			1072		07:38:03		14:00:07		7
									
			1314		08:15:18		14:01:23		5
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-14								
									
			1257		09:49:03		18:08:08		10
									
			4567		09:57:20		18:00:12		15
									
			2910		09:43:47		18:00:48		14
									
			4778		09:57:36		18:00:39		12
									
			3948		09:51:14		18:00:48		2
									
			3898		09:58:18		18:00:34		0
									
			4348		09:45:07		18:01:40		13
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-15								
									
			5279		09:59:37		18:00:17		15
									
			1570		10:10:15		18:00:10		13
									
			1567		10:09:29		18:00:31		4
									
			3329		10:04:07		18:00:14		5
									
			3830		09:22:13		17:59:29		14
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-16								
									
			4102		13:41:42		22:00:07		5
									
			2518		07:56:01		16:00:42		2
									
			2081		11:57:34		20:02:47		3
									
			4016		13:59:59		22:00:04		12
									
			3105		08:01:44		14:00:16		0
									
			4329		06:17:28		15:00:48		4
									
			1896		07:36:26		15:00:10		1
									
			4999		11:29:20		20:00:37		11
									
			1540		07:35:14		16:01:59		5
									
			5073		07:59:36		16:09:05		10
									
			1622		07:48:58		16:01:43		13
									
			2494		07:59:29		16:00:11		12
									
			4692		09:45:53		16:00:45		7
									
			2969		07:40:52		17:07:20		1
									
			1515		07:45:50		14:00:07		10
									
			5137		14:06:10		22:00:24		6
									
			4096		13:49:48		22:00:04		9
									
			4474		07:44:58		16:00:20		2
									
			5207		14:03:28		22:04:32		15
									
			5075		09:34:22		18:37:07		1
									
			4800		07:57:37		14:02:16		5
									
			3508		14:02:23		22:00:03		2
									
			1540		07:34:48		16:01:00		15
									
			1786		12:47:32		21:59:34		8
									
			4679		15:50:21		22:00:19		10
									
			1205		13:58:05		22:00:08		12
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-17								
									
			2480		07:51:46		14:00:05		0
									
			2915		09:33:03		17:58:18		11
									
			1030		07:57:42		16:00:06		13
									
			3381		12:50:20		20:01:03		13
									
			4920		13:58:02		21:59:23		15
									
			2983		07:52:06		14:00:04		5
									
			1910		08:00:29		14:00:06		7
									
			1266		06:17:57		15:02:04		8
									
			2369		09:26:18		18:02:41		0
									
			3511		11:16:58		20:00:23		10
									
			2626		07:20:56		15:59:45		0
									
			2290		07:43:43		14:01:12		5
									
			3584		07:51:51		16:03:00		3
									
			3110		07:53:32		16:00:32		10
									
			1727		07:47:42		14:02:26		7
									
			1486		07:48:27		14:00:05		8
									
			2610		13:54:53		21:42:44		11
									
			2855		07:51:03		16:00:13		11
									
			1548		13:17:37		21:45:29		4
									
			2279		14:02:38		21:59:58		15
									
			2079		14:02:57		21:00:14		6
									
			1201		14:04:20		21:43:42		7
									
			5265		14:04:41		21:57:10		9
									
			2806		12:37:48		21:00:12		12
									
			1072		07:38:03		14:00:07		3
									
			1314		08:15:18		14:01:23		4
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-18								
									
			1257		09:49:03		18:08:08		13
									
			4567		09:57:20		18:00:12		8
									
			2910		09:43:47		18:00:48		12
									
			4778		09:57:36		18:00:39		9
									
			3948		09:51:14		18:00:48		2
									
			3898		09:58:18		18:00:34		11
									
			4348		09:45:07		18:01:40		16
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-19								
									
			5279		09:59:37		18:00:17		8
									
			1570		10:10:15		18:00:10		2
									
			1567		10:09:29		18:00:31		9
									
			3329		10:04:07		18:00:14		7
									
			3830		09:22:13		17:59:29		8
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-20								
									
			4102		13:41:42		22:00:07		9
									
			2518		07:56:01		16:00:42		3
									
			2081		11:57:34		20:02:47		7
									
			4016		13:59:59		22:00:04		5
									
			3105		08:01:44		14:00:16		5
									
			4329		06:17:28		15:00:48		11
									
			1896		07:36:26		15:00:10		6
									
			4999		11:29:20		20:00:37		7
									
			1540		07:35:14		16:01:59		9
									
			5073		07:59:36		16:09:05		1
									
			1622		07:48:58		16:01:43		12
									
			2494		07:59:29		16:00:11		11
									
			4692		09:45:53		16:00:45		11
									
			2969		07:40:52		17:07:20		16
									
			1515		07:45:50		14:00:07		2
									
			5137		14:06:10		22:00:24		11
									
			4096		13:49:48		22:00:04		13
									
			4474		07:44:58		16:00:20		3
									
			5207		14:03:28		22:04:32		1
									
			5075		09:34:22		18:37:07		3
									
			4800		07:57:37		14:02:16		0
									
			3508		14:02:23		22:00:03		10
									
			1540		07:34:48		16:01:00		14
									
			1786		12:47:32		21:59:34		10
									
			4679		15:50:21		22:00:19		3
									
			1205		13:58:05		22:00:08		14
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-21								
									
			2480		07:51:46		14:00:05		4
									
			2915		09:33:03		17:58:18		6
									
			1030		07:57:42		16:00:06		7
									
			3381		12:50:20		20:01:03		7
									
			4920		13:58:02		21:59:23		1
									
			2983		07:52:06		14:00:04		4
									
			1910		08:00:29		14:00:06		2
									
			1266		06:17:57		15:02:04		3
									
			2369		09:26:18		18:02:41		12
									
			3511		11:16:58		20:00:23		2
									
			2626		07:20:56		15:59:45		9
									
			2290		07:43:43		14:01:12		1
									
			3584		07:51:51		16:03:00		8
									
			3110		07:53:32		16:00:32		11
									
			1727		07:47:42		14:02:26		4
									
			1486		07:48:27		14:00:05		11
									
			2610		13:54:53		21:42:44		2
									
			2855		07:51:03		16:00:13		0
									
			1548		13:17:37		21:45:29		14
									
			2279		14:02:38		21:59:58		12
									
			2079		14:02:57		21:00:14		7
									
			1201		14:04:20		21:43:42		5
									
			5265		14:04:41		21:57:10		14
									
			2806		12:37:48		21:00:12		3
									
			1072		07:38:03		14:00:07		12
									
			1314		08:15:18		14:01:23		6
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-22								
									
			1257		09:49:03		18:08:08		3
									
			4567		09:57:20		18:00:12		10
									
			2910		09:43:47		18:00:48		5
									
			4778		09:57:36		18:00:39		12
									
			3948		09:51:14		18:00:48		14
									
			3898		09:58:18		18:00:34		10
									
			4348		09:45:07		18:01:40		0
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-23								
									
			5279		09:59:37		18:00:17		12
									
			1570		10:10:15		18:00:10		9
									
			1567		10:09:29		18:00:31		14
									
			3329		10:04:07		18:00:14		0
									
			3830		09:22:13		17:59:29		4
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-24								
									
			4102		13:41:42		22:00:07		4
									
			2518		07:56:01		16:00:42		13
									
			2081		11:57:34		20:02:47		11
									
			4016		13:59:59		22:00:04		6
									
			3105		08:01:44		14:00:16		7
									
			4329		06:17:28		15:00:48		2
									
			1896		07:36:26		15:00:10		3
									
			4999		11:29:20		20:00:37		9
									
			1540		07:35:14		16:01:59		2
									
			5073		07:59:36		16:09:05		7
									
			1622		07:48:58		16:01:43		16
									
			2494		07:59:29		16:00:11		6
									
			4692		09:45:53		16:00:45		7
									
			2969		07:40:52		17:07:20		1
									
			1515		07:45:50		14:00:07		11
									
			5137		14:06:10		22:00:24		6
									
			4096		13:49:48		22:00:04		9
									
			4474		07:44:58		16:00:20		13
									
			5207		14:03:28		22:04:32		7
									
			5075		09:34:22		18:37:07		14
									
			4800		07:57:37		14:02:16		6
									
			3508		14:02:23		22:00:03		5
									
			1540		07:34:48		16:01:00		3
									
			1786		12:47:32		21:59:34		11
									
			4679		15:50:21		22:00:19		2
									
			1205		13:58:05		22:00:08		13
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-25								
									
			2480		07:51:46		14:00:05		9
									
			2915		09:33:03		17:58:18		7
									
			1030		07:57:42		16:00:06		11
									
			3381		12:50:20		20:01:03		11
									
			4920		13:58:02		21:59:23		11
									
			2983		07:52:06		14:00:04		1
									
			1910		08:00:29		14:00:06		3
									
			1266		06:17:57		15:02:04		17
									
			2369		09:26:18		18:02:41		2
									
			3511		11:16:58		20:00:23		6
									
			2626		07:20:56		15:59:45		14
									
			2290		07:43:43		14:01:12		5
									
			3584		07:51:51		16:03:00		11
									
			3110		07:53:32		16:00:32		10
									
			1727		07:47:42		14:02:26		1
									
			1486		07:48:27		14:00:05		9
									
			2610		13:54:53		21:42:44		2
									
			2855		07:51:03		16:00:13		12
									
			1548		13:17:37		21:45:29		9
									
			2279		14:02:38		21:59:58		8
									
			2079		14:02:57		21:00:14		2
									
			1201		14:04:20		21:43:42		3
									
			5265		14:04:41		21:57:10		4
									
			2806		12:37:48		21:00:12		16
									
			1072		07:38:03		14:00:07		12
									
			1314		08:15:18		14:01:23		0
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-26								
									
			1257		09:49:03		18:08:08		7
									
			4567		09:57:20		18:00:12		7
									
			2910		09:43:47		18:00:48		11
									
			4778		09:57:36		18:00:39		6
									
			3948		09:51:14		18:00:48		6
									
			3898		09:58:18		18:00:34		2
									
			4348		09:45:07		18:01:40		12
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-27								
									
			5279		09:59:37		18:00:17		2
									
			1570		10:10:15		18:00:10		9
									
			1567		10:09:29		18:00:31		10
									
			3329		10:04:07		18:00:14		8
									
			3830		09:22:13		17:59:29		12
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-28								
									
			4102		13:41:42		22:00:07		5
									
			2518		07:56:01		16:00:42		7
									
			2081		11:57:34		20:02:47		11
									
			4016		13:59:59		22:00:04		13
									
			3105		08:01:44		14:00:16		0
									
			4329		06:17:28		15:00:48		7
									
			1896		07:36:26		15:00:10		1
									
			4999		11:29:20		20:00:37		1
									
			1540		07:35:14		16:01:59		2
									
			5073		07:59:36		16:09:05		5
									
			1622		07:48:58		16:01:43		0
									
			2494		07:59:29		16:00:11		4
									
			4692		09:45:53		16:00:45		6
									
			2969		07:40:52		17:07:20		7
									
			1515		07:45:50		14:00:07		6
									
			5137		14:06:10		22:00:24		3
									
			4096		13:49:48		22:00:04		2
									
			4474		07:44:58		16:00:20		1
									
			5207		14:03:28		22:04:32		13
									
			5075		09:34:22		18:37:07		16
									
			4800		07:57:37		14:02:16		6
									
			3508		14:02:23		22:00:03		10
									
			1540		07:34:48		16:01:00		6
									
			1786		12:47:32		21:59:34		6
									
			4679		15:50:21		22:00:19		8
									
			1205		13:58:05		22:00:08		0
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-29								
									
			2480		07:51:46		14:00:05		0
									
			2915		09:33:03		17:58:18		7
									
			1030		07:57:42		16:00:06		2
									
			3381		12:50:20		20:01:03		11
									
			4920		13:58:02		21:59:23		14
									
			2983		07:52:06		14:00:04		7
									
			1910		08:00:29		14:00:06		3
									
			1266		06:17:57		15:02:04		15
									
			2369		09:26:18		18:02:41		10
									
			3511		11:16:58		20:00:23		6
									
			2626		07:20:56		15:59:45		7
									
			2290		07:43:43		14:01:12		12
									
			3584		07:51:51		16:03:00		6
									
			3110		07:53:32		16:00:32		15
									
			1727		07:47:42		14:02:26		2
									
			1486		07:48:27		14:00:05		0
									
			2610		13:54:53		21:42:44		9
									
			2855		07:51:03		16:00:13		13
									
			1548		13:17:37		21:45:29		16
									
			2279		14:02:38		21:59:58		0
									
			2079		14:02:57		21:00:14		2
									
			1201		14:04:20		21:43:42		12
									
			5265		14:04:41		21:57:10		11
									
			2806		12:37:48		21:00:12		12
									
			1072		07:38:03		14:00:07		1
									
			1314		08:15:18		14:01:23		1
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-09-30								
									
			1257		09:49:03		18:08:08		8
									
			4567		09:57:20		18:00:12		15
									
			2910		09:43:47		18:00:48		9
									
			4778		09:57:36		18:00:39		8
									
			3948		09:51:14		18:00:48		10
									
			3898		09:58:18		18:00:34		15
									
			4348		09:45:07		18:01:40		6
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-01								
									
			5279		09:59:37		18:00:17		11
									
			1570		10:10:15		18:00:10		5
									
			1567		10:09:29		18:00:31		2
									
			3329		10:04:07		18:00:14		11
									
			3830		09:22:13		17:59:29		11
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-02								
									
			4102		13:41:42		22:00:07		0
									
			2518		07:56:01		16:00:42		12
									
			2081		11:57:34		20:02:47		3
									
			4016		13:59:59		22:00:04		9
									
			3105		08:01:44		14:00:16		5
									
			4329		06:17:28		15:00:48		12
									
			1896		07:36:26		15:00:10		6
									
			4999		11:29:20		20:00:37		13
									
			1540		07:35:14		16:01:59		12
									
			5073		07:59:36		16:09:05		4
									
			1622		07:48:58		16:01:43		0
									
			2494		07:59:29		16:00:11		5
									
			4692		09:45:53		16:00:45		7
									
			2969		07:40:52		17:07:20		13
									
			1515		07:45:50		14:00:07		2
									
			5137		14:06:10		22:00:24		2
									
			4096		13:49:48		22:00:04		14
									
			4474		07:44:58		16:00:20		8
									
			5207		14:03:28		22:04:32		3
									
			5075		09:34:22		18:37:07		7
									
			4800		07:57:37		14:02:16		1
									
			3508		14:02:23		22:00:03		0
									
			1540		07:34:48		16:01:00		5
									
			1786		12:47:32		21:59:34		2
									
			4679		15:50:21		22:00:19		2
									
			1205		13:58:05		22:00:08		6
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-03								
									
			2480		07:51:46		14:00:05		6
									
			2915		09:33:03		17:58:18		15
									
			1030		07:57:42		16:00:06		2
									
			3381		12:50:20		20:01:03		6
									
			4920		13:58:02		21:59:23		10
									
			2983		07:52:06		14:00:04		5
									
			1910		08:00:29		14:00:06		4
									
			1266		06:17:57		15:02:04		4
									
			2369		09:26:18		18:02:41		7
									
			3511		11:16:58		20:00:23		5
									
			2626		07:20:56		15:59:45		12
									
			2290		07:43:43		14:01:12		2
									
			3584		07:51:51		16:03:00		12
									
			3110		07:53:32		16:00:32		9
									
			1727		07:47:42		14:02:26		10
									
			1486		07:48:27		14:00:05		3
									
			2610		13:54:53		21:42:44		6
									
			2855		07:51:03		16:00:13		4
									
			1548		13:17:37		21:45:29		2
									
			2279		14:02:38		21:59:58		2
									
			2079		14:02:57		21:00:14		2
									
			1201		14:04:20		21:43:42		5
									
			5265		14:04:41		21:57:10		5
									
			2806		12:37:48		21:00:12		14
									
			1072		07:38:03		14:00:07		4
									
			1314		08:15:18		14:01:23		1
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-04								
									
			1257		09:49:03		18:08:08		8
									
			4567		09:57:20		18:00:12		8
									
			2910		09:43:47		18:00:48		9
									
			4778		09:57:36		18:00:39		14
									
			3948		09:51:14		18:00:48		4
									
			3898		09:58:18		18:00:34		9
									
			4348		09:45:07		18:01:40		13
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-05								
									
			5279		09:59:37		18:00:17		12
									
			1570		10:10:15		18:00:10		11
									
			1567		10:09:29		18:00:31		13
									
			3329		10:04:07		18:00:14		2
									
			3830		09:22:13		17:59:29		11
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-06								
									
			4102		13:41:42		22:00:07		5
									
			2518		07:56:01		16:00:42		11
									
			2081		11:57:34		20:02:47		13
									
			4016		13:59:59		22:00:04		5
									
			3105		08:01:44		14:00:16		5
									
			4329		06:17:28		15:00:48		4
									
			1896		07:36:26		15:00:10		0
									
			4999		11:29:20		20:00:37		16
									
			1540		07:35:14		16:01:59		8
									
			5073		07:59:36		16:09:05		3
									
			1622		07:48:58		16:01:43		14
									
			2494		07:59:29		16:00:11		8
									
			4692		09:45:53		16:00:45		12
									
			2969		07:40:52		17:07:20		12
									
			1515		07:45:50		14:00:07		10
									
			5137		14:06:10		22:00:24		8
									
			4096		13:49:48		22:00:04		13
									
			4474		07:44:58		16:00:20		0
									
			5207		14:03:28		22:04:32		12
									
			5075		09:34:22		18:37:07		13
									
			4800		07:57:37		14:02:16		9
									
			3508		14:02:23		22:00:03		1
									
			1540		07:34:48		16:01:00		14
									
			1786		12:47:32		21:59:34		9
									
			4679		15:50:21		22:00:19		1
									
			1205		13:58:05		22:00:08		11
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-07								
									
			2480		07:51:46		14:00:05		9
									
			2915		09:33:03		17:58:18		9
									
			1030		07:57:42		16:00:06		3
									
			3381		12:50:20		20:01:03		7
									
			4920		13:58:02		21:59:23		11
									
			2983		07:52:06		14:00:04		6
									
			1910		08:00:29		14:00:06		11
									
			1266		06:17:57		15:02:04		8
									
			2369		09:26:18		18:02:41		8
									
			3511		11:16:58		20:00:23		11
									
			2626		07:20:56		15:59:45		11
									
			2290		07:43:43		14:01:12		9
									
			3584		07:51:51		16:03:00		2
									
			3110		07:53:32		16:00:32		11
									
			1727		07:47:42		14:02:26		0
									
			1486		07:48:27		14:00:05		3
									
			2610		13:54:53		21:42:44		7
									
			2855		07:51:03		16:00:13		11
									
			1548		13:17:37		21:45:29		3
									
			2279		14:02:38		21:59:58		2
									
			2079		14:02:57		21:00:14		10
									
			1201		14:04:20		21:43:42		4
									
			5265		14:04:41		21:57:10		8
									
			2806		12:37:48		21:00:12		13
									
			1072		07:38:03		14:00:07		7
									
			1314		08:15:18		14:01:23		0
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-08								
									
			1257		09:49:03		18:08:08		3
									
			4567		09:57:20		18:00:12		6
									
			2910		09:43:47		18:00:48		11
									
			4778		09:57:36		18:00:39		12
									
			3948		09:51:14		18:00:48		2
									
			3898		09:58:18		18:00:34		4
									
			4348		09:45:07		18:01:40		1
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-09								
									
			5279		09:59:37		18:00:17		13
									
			1570		10:10:15		18:00:10		8
									
			1567		10:09:29		18:00:31		2
									
			3329		10:04:07		18:00:14		1
									
			3830		09:22:13		17:59:29		10
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-10								
									
			4102		13:41:42		22:00:07		7
									
			2518		07:56:01		16:00:42		2
									
			2081		11:57:34		20:02:47		2
									
			4016		13:59:59		22:00:04		2
									
			3105		08:01:44		14:00:16		2
									
			4329		06:17:28		15:00:48		16
									
			1896		07:36:26		15:00:10		2
									
			4999		11:29:20		20:00:37		12
									
			1540		07:35:14		16:01:59		3
									
			5073		07:59:36		16:09:05		9
									
			1622		07:48:58		16:01:43		14
									
			2494		07:59:29		16:00:11		12
									
			4692		09:45:53		16:00:45		0
									
			2969		07:40:52		17:07:20		11
									
			1515		07:45:50		14:00:07		11
									
			5137		14:06:10		22:00:24		10
									
			4096		13:49:48		22:00:04		0
									
			4474		07:44:58		16:00:20		2
									
			5207		14:03:28		22:04:32		9
									
			5075		09:34:22		18:37:07		7
									
			4800		07:57:37		14:02:16		0
									
			3508		14:02:23		22:00:03		5
									
			1540		07:34:48		16:01:00		1
									
			1786		12:47:32		21:59:34		14
									
			4679		15:50:21		22:00:19		4
									
			1205		13:58:05		22:00:08		9
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-11								
									
			2480		07:51:46		14:00:05		10
									
			2915		09:33:03		17:58:18		8
									
			1030		07:57:42		16:00:06		9
									
			3381		12:50:20		20:01:03		0
									
			4920		13:58:02		21:59:23		3
									
			2983		07:52:06		14:00:04		3
									
			1910		08:00:29		14:00:06		2
									
			1266		06:17:57		15:02:04		8
									
			2369		09:26:18		18:02:41		12
									
			3511		11:16:58		20:00:23		13
									
			2626		07:20:56		15:59:45		2
									
			2290		07:43:43		14:01:12		2
									
			3584		07:51:51		16:03:00		5
									
			3110		07:53:32		16:00:32		2
									
			1727		07:47:42		14:02:26		0
									
			1486		07:48:27		14:00:05		3
									
			2610		13:54:53		21:42:44		12
									
			2855		07:51:03		16:00:13		1
									
			1548		13:17:37		21:45:29		14
									
			2279		14:02:38		21:59:58		7
									
			2079		14:02:57		21:00:14		3
									
			1201		14:04:20		21:43:42		6
									
			5265		14:04:41		21:57:10		6
									
			2806		12:37:48		21:00:12		15
									
			1072		07:38:03		14:00:07		10
									
			1314		08:15:18		14:01:23		7
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-12								
									
			1257		09:49:03		18:08:08		12
									
			4567		09:57:20		18:00:12		6
									
			2910		09:43:47		18:00:48		10
									
			4778		09:57:36		18:00:39		7
									
			3948		09:51:14		18:00:48		1
									
			3898		09:58:18		18:00:34		10
									
			4348		09:45:07		18:01:40		4
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-13								
									
			5279		09:59:37		18:00:17		3
									
			1570		10:10:15		18:00:10		6
									
			1567		10:09:29		18:00:31		2
									
			3329		10:04:07		18:00:14		5
									
			3830		09:22:13		17:59:29		2
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-14								
									
			4102		13:41:42		22:00:07		6
									
			2518		07:56:01		16:00:42		14
									
			2081		11:57:34		20:02:47		13
									
			4016		13:59:59		22:00:04		1
									
			3105		08:01:44		14:00:16		3
									
			4329		06:17:28		15:00:48		12
									
			1896		07:36:26		15:00:10		13
									
			4999		11:29:20		20:00:37		11
									
			1540		07:35:14		16:01:59		4
									
			5073		07:59:36		16:09:05		4
									
			1622		07:48:58		16:01:43		5
									
			2494		07:59:29		16:00:11		2
									
			4692		09:45:53		16:00:45		10
									
			2969		07:40:52		17:07:20		1
									
			1515		07:45:50		14:00:07		9
									
			5137		14:06:10		22:00:24		5
									
			4096		13:49:48		22:00:04		15
									
			4474		07:44:58		16:00:20		11
									
			5207		14:03:28		22:04:32		4
									
			5075		09:34:22		18:37:07		5
									
			4800		07:57:37		14:02:16		3
									
			3508		14:02:23		22:00:03		11
									
			1540		07:34:48		16:01:00		3
									
			1786		12:47:32		21:59:34		4
									
			4679		15:50:21		22:00:19		1
									
			1205		13:58:05		22:00:08		7
									
									
									
							Print Date: 5 listopad 2015  12:21:56		
									
									
									
	2015-10-15								
									
			2480		07:51:46		14:00:05		1
									
			2915		09:33:03		17:58:18		9
									
			1030		07:57:42		16:00:06		2
									
			3381		12:50:20		20:01:03		11
									
			4920		13:58:02		21:59:23		9
									
			2983		07:52:06		14:00:04		9
									
			1910		08:00:29		14:00:06		1
									
			1266		06:17:57		15:02:04		15
									
			2369		09:26:18		18:02:41		15
									
			3511		11:16:58		20:00:23		6
									
			2626		07:20:56		15:59:45		9
									
			2290		07:43:43		14:01:12		7
									
			3584		07:51:51		16:03:00		12
									
			3110		07:53:32		16:00:32		11
									
			1727		07:47:42		14:02:26		9
									
			1486		07:48:27		14:00:05		1
									
			2610		13:54:53		21:42:44		11
									
			2855		07:51:03		16:00:13		13
									
			1548		13:17:37		21:45:29		3
									
			2279		14:02:38		21:59:58		9
									
			2079		14:02:57		21:00:14		7
									
			1201		14:04:20		21:43:42		11
									
			5265		14:04:41		21:57:10		10
									
			2806		12:37:48		21:00:12		4
									
